Title,Location,lat,lon,Facility
Assistant Nurse Manager - Med Surg,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Invasive Cardiovascular Specialist - 24 hours,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
EVS Technician P/T - MUST live in WASHINGTON,"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
Communication Operator (On-Call),"Richmond, California",37.9358,-122.3478,Kaiser Permanente
Respiratory Care Practitioner II,"Fresno, California",36.7394421,-119.78483,Kaiser Permanente
"SVP, Medicare","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Clinical Nursing Director - Maternal Child Health,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Clinical Nursing Director - Adult Services,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Diagnostic Medical Sonographer, Silver Spring, On Call","Silver Spring, Maryland",38.9907,-77.0261,Kaiser Permanente
Admitting Clerk,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Sp Unit Charge RN - Hospital (Operating Room),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Assistant Nurse Manager, Pre-Op and PACU FT Days","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Diagnostic Medical Sonographer, Kensington, On Call","North Kensington, Maryland",39.0390737,-77.0744874,Kaiser Permanente
"Nursing Shift Supervisor, Per Diem Nights 12hr","Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Certified Child Life Specialist Pediatric Specialty Outpatient,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Facilities Maintenance Engineer - LME,"Beaverton, Oregon",45.4871723,-122.80378,Kaiser Permanente
Facilities Maintenance Engineer - LME,"Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Facilities Maintenance Engineer - LME,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Facilities Maintenance Engineer - LME,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Shift Supervisor, Hospital Administration","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Actuarial Analyst V Risk Adjustment,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Optical Dispenser,"La Mesa, California",32.7678288,-117.0230839,Kaiser Permanente
GI Technician II,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Physician Assistant II / Nurse Practitioner II - Orthopedics,"Lancaster, California",34.7039,-1181481,Kaiser Permanente
Mammography Rad Tech I,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Medical Assistant,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
LVN II - On Call - South Bay Med Ctr - OB/GYN,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
LVN II - On Call - South Bay Med Ctr - OB/GYN,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
LVN II - On Call Evening - Normandie North MOB - Urgent Care,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Nursing Attendant - Downey - On Call Days,"Bellflower, California",33.8825705,-118.1167679,Kaiser Permanente
LVN II (Bilingual Spanish) - Bellflower - Podiatry - On call - Day,"Bellflower, California",33.8825705,-118.1167679,Kaiser Permanente
Senior IT Engineer Applications Adobe Experience Manager,"Pleasanton, California",37.6624312,-121.8746789,Kaiser Permanente
CT Tech - MMMC - Night 40hrs,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Nursing Attendant,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Medical Office Assistant II,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Nursing Attendant,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Sterile Processing Tech II - Baldwin Park - PT 7pm,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Nursing Attendant,"Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
Nursing Attendant,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Licensed Practical Nurse,"Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
"Emergency Department RN, (36Hr, Nights)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Phlebotomist,"Keizer, Oregon",44.9969,-123.0266267,Kaiser Permanente
"Dental Assistant, Tanasbourne Dental Office (40hrs, Days)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
"Certified Surgical Technologist II, 40 hours day (Hillsboro)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
"RN, Employee Health (Leave of Absence Specialist)","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Optometrist-PD,"Ventura, California",34.3435092,-119.2956042,Kaiser Permanente
Psychologist SH Crisis- Emergency,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
Optical Laboratory Equipment Operator I,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Data Management and Entry Coordinator IV -FT Temp Evening,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Instructional Designer- School of Medicine,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"RN Clinical Consultant V, Clinical Practice","Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"Senior Physical Therapist SH, Outpatient","San Ramon, California",41.7253374,1.363189,Kaiser Permanente
"Physical Therapist SH, Outpatient","San Ramon, California",41.7253374,1.363189,Kaiser Permanente
"Human Resource Consultant III, Employee and Labor Relations","San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Downey (Full Time)","Downey, California",33.9404441,-118.1292846,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Downey (Full Time)","Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Psychosocial Clinician II/Counselor Level II - Full Time,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Provider Contract Manager,"Burbank, California",34.1816482,-118.3258554,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Speech Therapist Home Health SH,"Union City, California",37.5872576,-122.0215737,Kaiser Permanente
Occupational Therapist Home Health,"Roseville, California",38.7521235,-121.2880059,Kaiser Permanente
"Staff Nurse II Float (ICU, Med/Surg Float)","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
LPN Primary Care On Call,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Staff Nurse II Float (ICU, Med/Surg Float)","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
Certified Nurse Midwife - Full Time (Santa Ana),"Santa Ana, California",33.7494951,-117.873221,Kaiser Permanente
LPN Primary Care On Call,"Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Certified Nursing Assistant II - Med/Surg (32-Hours, Evenings)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Dental Assistant, Grand Ave Dental Office (On-Call, Days)","Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Dental Hygienist, Valley River Dental Office (40hrs, Days)","Eugene, Oregon",44.0521,-123.0868,Kaiser Permanente
"Orthodontic Dental Assistant, Grand Ave Dental Office (40hrs, Days)","Portland, Oregon",45.5051,-122.675,Kaiser Permanente
"Financial Planning & Analysis Analyst III, Medical Financial Operations","Vallejo, California",38.1041,-122.2566,Kaiser Permanente
Monitor Technician,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Occupational Therapist - CHT HTC Outpatient 20 hr benefited,"Thousand Oaks, California",34.1705609,-118.8375937,Kaiser Permanente
"Lic. Masters Mental Health Professional - Child Psychiatry - LCSW, LMFT, LPCC","Gilroy, California",37.0065078,-121.5631723,Kaiser Permanente
"RN Float, Inpatient, Med/Surg Sunnyside MC (36 HR Days)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Respiratory Care Practitioner II Registered,"South San Francisco, California",37.6535403,-122.4168664,Kaiser Permanente
Medical Social Worker II - Grade 10,"San Leandro, California",37.7249296,-122.1560768,Kaiser Permanente
Professional Education/Development Consultant RN,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Professional Education/Development Consultant RN,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"Mammography Procedural Technologist, Full Time Day, Atlanta Medical Office","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Medical Assistant,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Medical Assistant- Primary Care (40 Hours)  Hillsboro,"Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Staff Nurse II SH - Emergency Department (Short Hour Position),"Antioch, California",38.0049214,-121.805789,Kaiser Permanente
"Radiological Technologist II, Part Time Day, Atlanta Medical Office","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Laboratory Operations Manager--MLS required,"Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"Staff Registered Nurse III, Day Surgery","Duluth, Georgia",34.0029,-84.1446,Kaiser Permanente
Medical Assistant- General Surgery (On-Call) Clackamas,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Assistant Nurse Manager - Med Surg,"San Rafael, California",37.9747795,-122.5316686,Kaiser Permanente
Staff Registered Nurse III,"Jonesboro, Georgia",33.5212,-84.3538,Kaiser Permanente
Laboratory Operations Manager-MLS Required,"Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
Regional Coding Review Manager,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
E&M/Specialty Coder,"Stockton, California",37.9577016,-121.2907796,Kaiser Permanente
"Nursing Dept. Manager RN, FT Evenings (Downey)","Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Music Therapist - San Diego Area,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
"RNFA, KWMC (40 hrs, day)","Hillsboro, Oregon",45.5228939,-122.989827,Kaiser Permanente
Project Manager V,"Oakland, California",37.8044,-122.2712,Kaiser Permanente
"Compliance Consultant II, Medical Coding","Oakland, California",37.8044,-122.2712,Kaiser Permanente
Mammographer - On Call,"Berkeley, California",37.8708393,-122.272863,Kaiser Permanente
Sp Unit Staff RN - Hospital (CVOR),"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Ward Clerk Transcriber,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Staff Nurse II - Med Surg Spine Ortho Chemo Part Time Night Shift,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Mammographer - On Call,"Alameda, California",37.7652076,-122.2416355,Kaiser Permanente
Radiologic Technologist / Mammography,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
Staff Nurse II - Med Surg Spine Ortho Chemo 32 Hr/Week Eve Shift,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Staff Nurse II Float ICU Tele 32 Hours / Week Evening Shift,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Telephone Operator,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
Nurse Practitioner - Family Medicine,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Licensed Physical Therapist Assistant PTA Saturday Outpatient,"Thousand Oaks, California",34.1705609,-118.8375937,Kaiser Permanente
Health Educator II (Bilingual),"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Telephone Operator,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
General Maintenance Worker I,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"Marketing Consultant V, Brand Strategy","Renton, Washington",47.4799078,-122.2034496,Kaiser Permanente
Senior Community Relations Consultant,"Renton, Washington",47.4799078,-122.2034496,Kaiser Permanente
Senior Content Editor,"Renton, Washington",47.4799078,-122.2034496,Kaiser Permanente
Surgical Scheduling Clerk,"Anaheim, California",33.8347516,-117.911732,Kaiser Permanente
Level III Staff RN - Downey - Pediatrics Hematology/Oncology - Per Diem (0),"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Radiologic Technologist / Mammography,"Wheat Ridge, Colorado",39.766098,-105.0772063,Kaiser Permanente
Radiologic Technologist / Mammography,"Lakewood, Colorado",39.7085736,-105.0846694,Kaiser Permanente
Radiologic Technologist / Mammography,"Denver, Colorado",39.7392364,-104.984862,Kaiser Permanente
"Speech Therapist I, Pediatrics","Union City, California",37.5872576,-122.0215737,Kaiser Permanente
"Speech Therapist II, Pediatrics","Union City, California",37.5872576,-122.0215737,Kaiser Permanente
Radiologic Technologist / Mammography,"Westminster, Colorado",51.5004439,-0.1265398,Kaiser Permanente
Sonographer II -24 hours,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
Radiologic Technologist / Mammography,"Centennial, Colorado",39.579155,-104.8769227,Kaiser Permanente
Respiratory Care Practitioner III,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
LPN Clinic II (Meds),"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Sterile Processing Tech II - Woodland Hills - FT 3pm,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Sterile Processing Tech II,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Sterile Processing Tech II - Woodland Hills - FT 3pm,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Respiratory Care Practitioner III,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Sterile Processing Tech II - Woodland Hills - FT 11pm,"Woodland Hills, California",34.1684364,-118.6058382,Kaiser Permanente
Radiologic Technologist II (Mammo),"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Radiologic Technologist II (Mammo),"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
OR Scheduling Clerk,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Endoscopy/Gastrointestinal Technician,"Lafayette, Colorado",39.9936,-105.0897,Kaiser Permanente
Radiologic Technologist/CT and General Radiographer,"Lakewood, Colorado",39.7085736,-105.0846694,Kaiser Permanente
Laboratory Technician,"Aurora, Colorado",39.7294,-1048319,Kaiser Permanente
Supervisor Sterile Processing - Sterile Processing Department - Vacaville,"Vacaville, California",38.3565773,-121.9877444,Kaiser Permanente
"Patient Account Representative Lead; Full-time, WILI PA","Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Physical Therapist - Per Diem Outpatient Orthopedic,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
Certified Nurse Midwife - Full Time (Garden Grove),"Garden Grove, California",33.7746292,-117.9463717,Kaiser Permanente
Audiologist,"Moreno Valley, California",33.937517,-117.2305944,Kaiser Permanente
"Behavioral Health Consultant , Women-s Clinic Licensed Masters","Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
CRNA - Redwood City - Per diem,"Redwood City, California",37.4863239,-122.232523,Kaiser Permanente
CRNA - Santa Clara - Full-time,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Audiologist,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Radiologic Technologist III -32 hours,"Martinez, California",38.0138934,-122.1338674,Kaiser Permanente
"Staff Educator, RN - NICU","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Nursing Attendant,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Radiologic Technologist II (Mammo),"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Staff Nurse II Float - ICU Tele Part Time Night Shift,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
"Medical Assistant - On Call, Day Shift - Santa Clara","Sunnyvale, California",37.3688301,-122.036349,Kaiser Permanente
Dietitian II,"Ontario, California",34.065846,-117.6484304,Kaiser Permanente
Ward Clerk Transcriber,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Radiologic Technologist II (Mammo),"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), West Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Pharmacist in Charge-Name On Pharmacist License,"Indio, California",33.7192808,-116.2188054,Kaiser Permanente
LVN II - Baldwin Hills Crenshaw MOB -Dermatology Clinic - Part-Time,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
Health Educator II (Bilingual),"Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
MRI Technologist II,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
LVN II (Bilingual) - On Call - East Los Angeles MOB - Family Medicine,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
CRNA - S Sacramento - Per diem,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
CRNA - San Jose - Full-time,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Riverside (Full Time)","Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Honolulu (Full Time)","Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Honolulu (Full Time)","Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), San Diego (Full Time)","San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Medical Office Assistant II,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
CRNA - Santa Clara - 32 hour,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Staffing Coordination Clerk; 20hrs, Night, MMMC","Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
CRNA - S Sacramento - Per diem,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
CRNA - S Sacramento - 32 hour,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Cardiac Cath Lab Tech - MMMC - Call-in/On-Call,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Chief Administrative Officer II,"Union City, California",37.5872576,-122.0215737,Kaiser Permanente
Cardiac Cath Lab Tech - MMMC - Day 40hrs,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Los Angeles (Full Time)","Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
CRNA - Santa Clara - Full-time,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Clinical / Service Delivery Technical Engineer II, Medical Instrumentation - Kensington, MD","Hyattsville, Maryland",38.9529442,-76.9408647,Kaiser Permanente
Audiologist,"Panorama City, California",34.2242902,-118.4453745,Kaiser Permanente
"Senior Director, NCAL Regional Marketing","Oakland, California",37.8044,-122.2712,Kaiser Permanente
CT Tech - MMMC - Day 40hrs,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
"Nurse Practitioner / Physician Assistant - Dermatology, Per Diem","Bakersfield, California",35.3738712,-119.0194639,Kaiser Permanente
"Physical Therapist, Inpatient, 24 Hours","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
"Speech Therapist II, Pediatrics, 40 Hours","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
"Speech Therapist I, Pediatrics, 40 Hours","Santa Rosa, California",38.4404925,-122.7141049,Kaiser Permanente
"Laboratory Operations Manager, MLS Required","Rockville, Maryland",39.0817985,-77.1516844,Kaiser Permanente
"Radiology Technologist QC Lead, CATON HILL","Woodbridge, Virginia",52.0941323,1.3199383,Kaiser Permanente
Ophthalmic Technician - On Call - San Francisco (Divisadero),"San Francisco, California",37.7790262,-122.419906,Kaiser Permanente
Speech Language Pathologist SLP - Inpatient / Outpatient,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Radiologic Technologist IV - Mammography,"San Jose, California",37.3382,-121.8863,Kaiser Permanente
Ward Clerk Transcriber,"Baldwin Park, California",34.0854739,-117.9611761,Kaiser Permanente
Specialty Unit Staff RN - Hospital,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Staff RN - Hospital  Y1,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Tumor Registrar,"Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Specialty Unit Staff RN - Hospital,"Harbor City, California",33.7911012,-118.3012604,Kaiser Permanente
Pharmacy Benefits Coordinator (Program Manager III),"Sterling, Virginia",39.0067,-77.4291,Kaiser Permanente
Audiologist,"Modesto, California",37.6390972,-120.9968782,Kaiser Permanente
National Sales Executive,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Educator/Clinical Coordinator,"Richmond, California",37.9358,-122.3478,Kaiser Permanente
Specialty Unit Staff RN - PICU/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Sales Associate III - Sales & Account Management,"Hyattsville, Maryland",38.9529442,-76.9408647,Kaiser Permanente
ECHO PEDI/ADULT Sonographer II,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Echo Sonographer I,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
Administrative Specialist IV,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Administrative Specialist IV,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Administrative Specialist IV,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Physician Assistant Head and Neck South Sacramento 40 Hours,"Sacramento, California",38.5810606,-121.493895,Kaiser Permanente
Angiogram/Interventional Technologist - On- Call - San Diego,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Licensed Optician Dispensing (Per Diem Northgate),"Seattle, Washington",47.6038321,-122.330062,Kaiser Permanente
"RN Clinical Consultant V, Clinical Practice","Pasadena, California",34.1476452,-118.1444779,Kaiser Permanente
Staff Nurse II - CVICU,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Orange County/ Anaheim (Per Diem)","Irvine, California",33.6856969,-117.8259819,Kaiser Permanente
LVN -Outpatient- Lvl II - Riverside Medical Center Area - Family Medicine-Regular Clinic - On Call,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Nursing Attendant,"Los Angeles, California",34.0536909,-118.242766,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Riverside (Full Time)","Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse II - CVICU,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Certified Registered Nurse Anesthetist (CRNA), Riverside (Full Time)","Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Staff Nurse II - CVICU,"Santa Clara, California",37.3541132,-121.955174,Kaiser Permanente
"Graduate Registered Nurse Anesthetist (GRNA), Riverside (Full Time)","Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
LVN -Outpatient- Lvl II - Riverside Med Center - Internal Medicine-Reg Clinic - Full Time,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
Medical Office Assistnt II,"San Marcos, California",33.1434,-117.1661,Kaiser Permanente
Sp Unit Staff RN - PICU/Downey,"Downey, California",33.9404441,-118.1292846,Kaiser Permanente
Sp Unit Staff RN - Hospital Relief Charge,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Sp Unit Staff RN - Hospital,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
"Clinical Consultant, Workflow","Atlanta, Georgia",33.7489924,-84.3902644,Kaiser Permanente
Sp Unit Staff RN - Hospital Relief Charge,"San Diego, California",32.7174202,-117.1627728,Kaiser Permanente
Reimbursement Analyst,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
General Maintenance Worker I / On-Call / Maui,"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Telephone Operator,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
"RN Float, Inpatient, Med/Surg, Sunnyside MC (36 Hrs Days)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Manager Clinic RN - Primary Care & Pediatrics (Wailuku),"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
"Staff Nurse-Critical Care/Cardiac/CDU; 36hrs, Night, MMMC","Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
"Cardiac Surveillance, KSMC (on call, nights)","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
"Technologist, Radiologic, Sunnybrook, Variable, On-call","Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Registration Representative - Call-in/On-Call,"Clackamas, Oregon",45.4146516,-122.5532561,Kaiser Permanente
Inpatient Pharmacist,"Walnut Creek, California",37.9020731,-122.0618702,Kaiser Permanente
Licensed Practical Nurse - Clinic I (Meds),"Wailuku, Hawaii",20.8911,-156.5046,Kaiser Permanente
Hospital Aide,"Honolulu, Hawaii",21.304547,-157.855676,Kaiser Permanente
LVN -Outpatient- Lvl II - Meridian Medical Office Build - Family Medicine-Regular Clinic - Full Time,"Riverside, California",33.9533546,-117.3961623,Kaiser Permanente
